id,rowname,diff,lwr,upr,p adj,Significant
sp|O94925|GLSK_HUMAN,5-3,-914697999.9999996,-1086989378.16325,-742406621.8367492,1.5322076940549323e-11,Yes
sp|O94925|GLSK_HUMAN,6-3,-1029272089.9999998,-1201563468.1632502,-856980711.8367493,1.5322076940549323e-11,Yes
sp|O94925|GLSK_HUMAN,7-3,-1045602025.9999996,-1217893404.16325,-873310647.8367492,1.5322076940549323e-11,Yes
sp|O94925|GLSK_HUMAN,5-4,-403464999.9999995,-575756378.16325,-231173621.8367491,2.440976187845223e-8,Yes
sp|O94925|GLSK_HUMAN,6-4,-518039089.9999996,-690330468.16325,-345747711.8367492,2.2628010576397628e-11,Yes
sp|O94925|GLSK_HUMAN,7-4,-534369025.9999995,-706660404.16325,-362077647.8367491,1.7696399901012683e-11,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,6-1,-10156559.99999999,-15923268.160661943,-4389851.839338038,2.4829992287034308e-5,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,7-1,-5884029.999999994,-11650738.160661947,-117321.83933804184,0.042566898496141925,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,6-2,-9911159.99999999,-15677868.160661943,-4144451.839338038,4.034258048701833e-5,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,6-3,-10479059.99999999,-16245768.160661943,-4712351.839338038,1.3035786546322647e-5,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,7-3,-6206529.999999994,-11973238.160661947,-439821.83933804184,0.02690741607724978,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,5-4,-6688109.999999994,-12454818.160661947,-921401.8393380418,0.013017463454397138,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,6-4,-12235259.99999999,-18001968.160661943,-6468551.839338038,3.532767027802919e-7,Yes
sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN,7-4,-7962729.999999994,-13729438.160661947,-2196021.839338042,0.001558726500591967,Yes
sp|O14880|MGST3_HUMAN,3-1,228878999.9999997,16351883.448444664,441406116.55155474,0.02675598691679082,Yes
sp|O14880|MGST3_HUMAN,5-1,-257400500.0000001,-469927616.55155516,-44873383.44844505,0.008144521421769024,Yes
sp|O14880|MGST3_HUMAN,6-1,-327217000.00000006,-539744116.5515552,-114689883.44844502,2.9401681210761144e-4,Yes
sp|O14880|MGST3_HUMAN,7-1,-398840700.0000001,-611367816.5515552,-186313583.44844508,6.520223530093183e-6,Yes
sp|O14880|MGST3_HUMAN,5-2,-401195499.9999995,-613722616.5515546,-188668383.4484445,5.726582247178591e-6,Yes
sp|O14880|MGST3_HUMAN,6-2,-471011999.9999995,-683539116.5515546,-258484883.4484445,1.1254822063211378e-7,Yes
sp|O14880|MGST3_HUMAN,7-2,-542635699.9999995,-755162816.5515546,-330108583.4484445,1.8463143236502333e-9,Yes
sp|O14880|MGST3_HUMAN,5-3,-486279499.99999976,-698806616.5515548,-273752383.4484447,4.69763733468298e-8,Yes
sp|O14880|MGST3_HUMAN,6-3,-556095999.9999998,-768623116.5515548,-343568883.4484447,8.578641130796427e-10,Yes
sp|O14880|MGST3_HUMAN,7-3,-627719699.9999998,-840246816.5515548,-415192583.4484447,2.917477370800725e-11,Yes
sp|O14880|MGST3_HUMAN,5-4,-291996499.99999964,-504523616.5515547,-79469383.4484446,0.001671564057659225,Yes
sp|O14880|MGST3_HUMAN,6-4,-361812999.99999964,-574340116.5515547,-149285883.4484446,4.8500527818684525e-5,Yes
sp|O14880|MGST3_HUMAN,7-4,-433436699.9999997,-645963816.5515547,-220909583.44844466,9.488557107806272e-7,Yes
sp|P10644|KAP0_HUMAN,7-1,-34368170.00000002,-57404166.11305566,-11332173.886944383,4.903848516225606e-4,Yes
sp|P10644|KAP0_HUMAN,7-2,-38302769.999999985,-61338766.113055624,-15266773.886944346,7.582061490152281e-5,Yes
sp|P10644|KAP0_HUMAN,7-3,-43193369.99999999,-66229366.11305563,-20157373.886944354,6.6449962324854894e-6,Yes
sp|P10644|KAP0_HUMAN,7-4,-49477269.999999985,-72513266.11305562,-26441273.886944346,2.5776223144813315e-7,Yes
sp|P10644|KAP0_HUMAN,7-5,-47830069.99999996,-70866066.1130556,-24794073.886944324,6.099215791310897e-7,Yes
sp|P10644|KAP0_HUMAN,7-6,-38853669.99999999,-61889666.11305563,-15817673.886944354,5.7958244864653174e-5,Yes
sp|P46776|RL27A_HUMAN,6-1,246141479.99999985,182319840.047238,309963119.9527617,1.534095073196795e-11,Yes
sp|P46776|RL27A_HUMAN,6-2,247848959.99999982,184027320.047238,311670599.95276165,1.53396184643384e-11,Yes
sp|P46776|RL27A_HUMAN,6-3,237189719.9999999,173368080.04723805,301011359.95276177,1.5352497051424052e-11,Yes
sp|P46776|RL27A_HUMAN,6-4,216124099.99999985,152302460.047238,279945739.9527617,1.545219507903539e-11,Yes
sp|P46776|RL27A_HUMAN,6-5,200447299.99999988,136625660.04723805,264268939.9527617,1.6827650384243498e-11,Yes
sp|P46776|RL27A_HUMAN,7-6,-250827269.99999988,-314648909.9527617,-187005630.04723805,1.533562166144975e-11,Yes
sp|O95573|ACSL3_HUMAN,7-1,-30774100.000000052,-44756580.125750564,-16791619.87424954,1.3557194888935697e-7,Yes
sp|O95573|ACSL3_HUMAN,4-2,15652099.999999985,1669619.874249475,29634580.125750497,0.01860050316943762,Yes
sp|O95573|ACSL3_HUMAN,5-2,18857099.99999997,4874619.87424946,32839580.125750482,0.002157037503331183,Yes
sp|O95573|ACSL3_HUMAN,7-2,-21073500.000000015,-35055980.12575053,-7091019.874249505,4.170114148336346e-4,Yes
sp|O95573|ACSL3_HUMAN,7-3,-25970900.000000007,-39953380.12575052,-11988419.874249497,8.16675053516569e-6,Yes
sp|O95573|ACSL3_HUMAN,7-4,-36725600,-50708080.12575051,-22743119.874249488,7.611155039555229e-10,Yes
sp|O95573|ACSL3_HUMAN,7-5,-39930599.999999985,-53913080.1257505,-25948119.874249473,6.066502855617273e-11,Yes
sp|O95573|ACSL3_HUMAN,7-6,-27448500.000000015,-41430980.12575053,-13466019.874249505,2.356148427806737e-6,Yes
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,4-2,-6606769.9999999935,-11261534.763902184,-1952005.2360978033,0.0010498271812062754,Yes
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,5-2,-4783519.999999994,-9438284.763902184,-128755.23609780427,0.040141438444729505,Yes
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,6-2,-5788469.999999993,-10443234.763902184,-1133705.2360978024,0.006009289388247185,Yes
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,7-2,-8336009.999999994,-12990774.763902184,-3681245.2360978043,1.766726880958469e-5,Yes
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,7-3,-5947270.000000002,-10602034.763902191,-1292505.2360978117,0.004336036692467626,Yes
sp|O15294|OGT1_HUMAN,4-1,-28225369.99999999,-45566071.79137433,-10884668.208625644,1.1205950009451904e-4,Yes
sp|O15294|OGT1_HUMAN,5-1,-42282759.99999997,-59623461.79137431,-24942058.208625626,7.499711629499473e-9,Yes
sp|O15294|OGT1_HUMAN,6-1,-46607559.99999996,-63948261.79137431,-29266858.20862562,3.6777514367258846e-10,Yes
sp|O15294|OGT1_HUMAN,7-1,-47706589.999999985,-65047291.791374326,-30365888.20862564,1.7770196425459517e-10,Yes
sp|O15294|OGT1_HUMAN,4-2,-22556669.999999966,-39897371.79137431,-5215968.208625622,0.003463397391227141,Yes
sp|O15294|OGT1_HUMAN,5-2,-36614059.99999995,-53954761.791374296,-19273358.208625603,3.9974168875023253e-7,Yes
sp|O15294|OGT1_HUMAN,6-2,-40938859.99999994,-58279561.79137428,-23598158.208625596,1.9333612710781267e-8,Yes
sp|O15294|OGT1_HUMAN,7-2,-42037889.99999996,-59378591.79137431,-24697188.20862562,8.912389604098792e-9,Yes
sp|O15294|OGT1_HUMAN,5-3,-29772259.999999985,-47112961.791374326,-12431558.20862564,4.116839616419288e-5,Yes
sp|O15294|OGT1_HUMAN,6-3,-34097059.99999998,-51437761.791374326,-16756358.208625633,2.267408475087329e-6,Yes
sp|O15294|OGT1_HUMAN,7-3,-35196090,-52536791.79137434,-17855388.208625656,1.0662944529560292e-6,Yes
sp|O15294|OGT1_HUMAN,6-4,-18382189.999999978,-35722891.791374326,-1041488.2086256333,0.030806540381467018,Yes
sp|O15294|OGT1_HUMAN,7-4,-19481219.999999996,-36821921.79137434,-2140518.208625652,0.0179580125840757,Yes
sp|Q8TB36|GDAP1_HUMAN,2-1,67077999.99999985,1131519.7815096974,133024480.21849,0.04366293737688043,Yes
sp|Q8TB36|GDAP1_HUMAN,3-1,89735999.99999982,23789519.781509668,155682480.21848997,0.0019098270161098663,Yes
sp|Q8TB36|GDAP1_HUMAN,5-1,-101705600,-167652080.21849015,-35759119.78150985,2.858780139569639e-4,Yes
sp|Q8TB36|GDAP1_HUMAN,6-1,-115029900,-180976380.21849015,-49083419.78150985,3.014135171464094e-5,Yes
sp|Q8TB36|GDAP1_HUMAN,7-1,-190828380,-256774860.21849015,-124881899.78150985,4.3930303839090357e-11,Yes
sp|Q8TB36|GDAP1_HUMAN,4-2,-73802999.99999997,-139749480.21849012,-7856519.781509817,0.018644798160197595,Yes
sp|Q8TB36|GDAP1_HUMAN,5-2,-168783599.99999985,-234730080.21849,-102837119.7815097,1.7133903185140298e-9,Yes
sp|Q8TB36|GDAP1_HUMAN,6-2,-182107899.99999985,-248054380.21849,-116161419.7815097,1.5847578804795148e-10,Yes
sp|Q8TB36|GDAP1_HUMAN,7-2,-257906379.99999985,-323852860.21849,-191959899.7815097,1.5337175973684225e-11,Yes
sp|Q8TB36|GDAP1_HUMAN,4-3,-96460999.99999994,-162407480.2184901,-30514519.781509787,6.679242238779581e-4,Yes
sp|Q8TB36|GDAP1_HUMAN,5-3,-191441599.99999982,-257388080.21848997,-125495119.78150967,4.0878078699790876e-11,Yes
sp|Q8TB36|GDAP1_HUMAN,6-3,-204765899.99999982,-270712380.21849,-138819419.78150967,1.7600365609382607e-11,Yes
sp|Q8TB36|GDAP1_HUMAN,7-3,-280564379.9999998,-346510860.21849,-214617899.78150967,1.532585169883305e-11,Yes
sp|Q8TB36|GDAP1_HUMAN,5-4,-94980599.99999988,-160927080.21849003,-29034119.781509727,8.449401090729891e-4,Yes
sp|Q8TB36|GDAP1_HUMAN,6-4,-108304899.99999988,-174251380.21849003,-42358419.78150973,9.52469706784198e-5,Yes
sp|Q8TB36|GDAP1_HUMAN,7-4,-184103379.99999988,-250049860.21849003,-118156899.78150973,1.142644867613285e-10,Yes
sp|Q8TB36|GDAP1_HUMAN,7-5,-89122780,-155069260.21849015,-23176299.781509846,0.002096966182465465,Yes
sp|Q8TB36|GDAP1_HUMAN,7-6,-75798480,-141744960.21849015,-9851999.781509846,0.014283681631862888,Yes
sp|P00395|COX1_HUMAN,7-1,-60803500.00000007,-121281276.05665691,-325723.94334322214,0.0479295922255043,Yes
sp|P00395|COX1_HUMAN,5-2,-83052029.99999991,-143529806.05665675,-22574253.943343066,0.0016827922018752828,Yes
sp|P00395|COX1_HUMAN,6-2,-100865039.99999991,-161342816.05665675,-40387263.943343066,7.163435109902583e-5,Yes
sp|P00395|COX1_HUMAN,7-2,-103056299.99999991,-163534076.05665675,-42578523.943343066,4.7628645995945185e-5,Yes
sp|P00395|COX1_HUMAN,5-3,-96542530.00000003,-157020306.05665687,-36064753.943343185,1.5846592242096946e-4,Yes
sp|P00395|COX1_HUMAN,6-3,-114355540.00000004,-174833316.0566569,-53877763.9433432,5.520138744108394e-6,Yes
sp|P00395|COX1_HUMAN,7-3,-116546800.00000003,-177024576.05665687,-56069023.943343185,3.6046563064440207e-6,Yes
sp|P00395|COX1_HUMAN,5-4,-96557029.99999997,-157034806.0566568,-36079253.943343125,1.580485870433801e-4,Yes
sp|P00395|COX1_HUMAN,6-4,-114370039.99999997,-174847816.0566568,-53892263.943343125,5.504635753106335e-6,Yes
sp|P00395|COX1_HUMAN,7-4,-116561299.99999997,-177039076.0566568,-56083523.943343125,3.5944778402630106e-6,Yes
sp|P32929|CGL_HUMAN,7-1,2882510.9999999977,1479797.7241373577,4285224.275862638,7.880551674555036e-7,Yes
sp|P32929|CGL_HUMAN,7-2,2827947.9999999986,1425234.7241373586,4230661.275862639,1.2546542315083897e-6,Yes
sp|P32929|CGL_HUMAN,7-3,2728957.999999998,1326244.7241373581,4131671.275862638,2.9012104590941945e-6,Yes
sp|P32929|CGL_HUMAN,7-4,2761364.999999997,1358651.7241373572,4164078.275862637,2.2067617585497246e-6,Yes
sp|P32929|CGL_HUMAN,7-5,2777897.999999998,1375184.7241373581,4180611.275862638,1.9186548056993047e-6,Yes
sp|P32929|CGL_HUMAN,7-6,2644714.999999998,1242001.7241373581,4047428.275862638,5.883754614077752e-6,Yes
sp|Q15334|L2GL1_HUMAN,7-1,-84840080.00000003,-138367925.05688873,-31312234.94311133,1.795172655847388e-4,Yes
sp|Q15334|L2GL1_HUMAN,7-2,-78659979.99999997,-132187825.05688867,-25132134.94311127,6.217722003221127e-4,Yes
sp|Q15334|L2GL1_HUMAN,7-3,-109249279.99999994,-162777125.05688864,-55721434.94311124,9.315535979270706e-7,Yes
sp|Q15334|L2GL1_HUMAN,7-4,-97873979.99999994,-151401825.05688864,-44346134.94311124,1.1434374091456867e-5,Yes
sp|Q15334|L2GL1_HUMAN,7-5,-100135579.99999997,-153663425.05688867,-46607734.94311127,6.989272412272207e-6,Yes
sp|Q15334|L2GL1_HUMAN,7-6,-74213779.99999997,-127741625.05688867,-20685934.94311127,0.0014717249317984793,Yes
sp|P14854|CX6B1_HUMAN,3-1,205873999.99999994,94116561.85640779,317631438.1435921,9.75340122144619e-6,Yes
sp|P14854|CX6B1_HUMAN,5-1,-188885099.99999982,-300642538.143592,-77127661.85640767,5.572622764837831e-5,Yes
sp|P14854|CX6B1_HUMAN,6-1,-232174499.99999976,-343931938.1435919,-120417061.85640761,6.014338341797654e-7,Yes
sp|P14854|CX6B1_HUMAN,7-1,-273096099.9999998,-384853538.143592,-161338661.85640767,7.029625659349392e-9,Yes
sp|P14854|CX6B1_HUMAN,4-2,-140368999.99999976,-252126438.1435919,-28611561.856407613,0.0053381862218255804,Yes
sp|P14854|CX6B1_HUMAN,5-2,-284604099.99999964,-396361538.14359176,-172846661.8564075,2.0013387613815325e-9,Yes
sp|P14854|CX6B1_HUMAN,6-2,-327893499.9999996,-439650938.14359176,-216136061.85640743,3.288447292248975e-11,Yes
sp|P14854|CX6B1_HUMAN,7-2,-368815099.99999964,-480572538.14359176,-257057661.8564075,1.559430362618741e-11,Yes
sp|P14854|CX6B1_HUMAN,4-3,-250523999.99999988,-362281438.143592,-138766561.85640773,8.263537176755875e-8,Yes
sp|P14854|CX6B1_HUMAN,5-3,-394759099.99999976,-506516538.1435919,-283001661.85640764,1.538380534071848e-11,Yes
sp|P14854|CX6B1_HUMAN,6-3,-438048499.9999997,-549805938.1435919,-326291061.8564075,1.53369539290793e-11,Yes
sp|P14854|CX6B1_HUMAN,7-3,-478970099.99999976,-590727538.1435919,-367212661.85640764,1.5325185565018273e-11,Yes
sp|P14854|CX6B1_HUMAN,5-4,-144235099.99999988,-255992538.14359203,-32477661.85640773,0.0038251055293546665,Yes
sp|P14854|CX6B1_HUMAN,6-4,-187524499.99999982,-299281938.143592,-75767061.85640767,6.391356659674052e-5,Yes
sp|P14854|CX6B1_HUMAN,7-4,-228446099.99999988,-340203538.143592,-116688661.85640773,8.971619923636709e-7,Yes
sp|Q7L2H7|EIF3M_HUMAN,6-1,17794929.99999999,5300422.538771303,30289437.461228676,9.98293168235298e-4,Yes
sp|Q7L2H7|EIF3M_HUMAN,6-2,16291219.999999989,3796712.5387713034,28785727.461228676,0.0033606424607517393,Yes
sp|Q7L2H7|EIF3M_HUMAN,6-3,17356799.999999996,4862292.538771311,29851307.461228684,0.0014317118225604109,Yes
sp|Q7L2H7|EIF3M_HUMAN,6-5,16002029.99999999,3507522.5387713052,28496537.461228676,0.004209999444049539,Yes
sp|Q7L2H7|EIF3M_HUMAN,7-6,-14705479.99999999,-27199987.461228676,-2210972.5387713052,0.01114817257853129,Yes
sp|P36507|MP2K2_HUMAN,2-1,-9575899.999999985,-17453427.005270384,-1698372.994729586,0.007814009956729207,Yes
sp|P36507|MP2K2_HUMAN,3-1,-13082399.999999985,-20959927.005270384,-5204872.994729586,7.754752973698764e-5,Yes
sp|P36507|MP2K2_HUMAN,5-1,-9627799.999999989,-17505327.005270388,-1750272.9947295897,0.007348119539462572,Yes
sp|P36507|MP2K2_HUMAN,6-1,-17411099.99999998,-25288627.00527038,-9533572.994729582,1.2107930513760579e-7,Yes
sp|P36507|MP2K2_HUMAN,7-1,-24157599.99999998,-32035127.00527038,-16280072.994729582,1.889888245898419e-11,Yes
sp|P36507|MP2K2_HUMAN,7-2,-14581699.999999996,-22459227.005270395,-6704172.994729597,8.793167623477594e-6,Yes
sp|P36507|MP2K2_HUMAN,7-3,-11075199.999999996,-18952727.005270395,-3197672.994729597,0.0012057569171487481,Yes
sp|P36507|MP2K2_HUMAN,6-4,-11959499.999999993,-19837027.00527039,-4081972.9947295934,3.70494244232078e-4,Yes
sp|P36507|MP2K2_HUMAN,7-4,-18705999.999999993,-26583527.00527039,-10828472.994729593,1.634467972078113e-8,Yes
sp|P36507|MP2K2_HUMAN,7-5,-14529799.999999993,-22407327.00527039,-6652272.994729593,9.494483889427308e-6,Yes
sp|O60262|GBG7_HUMAN,6-1,42731400.000000045,12118204.327549007,73344595.67245108,0.0013370266644533446,Yes
sp|O60262|GBG7_HUMAN,7-1,-76907199.99999993,-107520395.67245096,-46294004.32754889,3.0428956021566478e-9,Yes
sp|O60262|GBG7_HUMAN,5-2,31488399.99999997,875204.3275489323,62101595.672451004,0.03984261090595198,Yes
sp|O60262|GBG7_HUMAN,6-2,43712200,13099004.327548962,74325395.67245103,9.61052344044866e-4,Yes
sp|O60262|GBG7_HUMAN,7-2,-75926399.99999997,-106539595.672451,-45313204.327548936,4.4987432668008864e-9,Yes
sp|O60262|GBG7_HUMAN,7-3,-89570399.99999996,-120183595.67245099,-58957204.32754892,3.4690139649740104e-11,Yes
sp|O60262|GBG7_HUMAN,7-4,-103281799.99999994,-133894995.67245097,-72668604.3275489,1.5465739799935818e-11,Yes
sp|O60262|GBG7_HUMAN,7-5,-107414799.99999994,-138027995.672451,-76801604.3275489,1.5384027385323407e-11,Yes
sp|O60262|GBG7_HUMAN,7-6,-119638599.99999997,-150251795.67245102,-89025404.32754894,1.5337175973684225e-11,Yes
sp|Q9UPA5|BSN_HUMAN,2-1,140702399.9999999,59200932.250249505,222203867.74975032,3.696615700321537e-5,Yes
sp|Q9UPA5|BSN_HUMAN,4-1,-85772099.99999991,-167273567.74975032,-4270632.250249505,0.032819379753494915,Yes
sp|Q9UPA5|BSN_HUMAN,5-1,-118913559.9999999,-200415027.74975032,-37412092.25024949,6.942694193090571e-4,Yes
sp|Q9UPA5|BSN_HUMAN,6-1,-129398459.9999999,-210899927.74975032,-47896992.25024949,1.7425774245705128e-4,Yes
sp|Q9UPA5|BSN_HUMAN,3-2,-81990499.9999997,-163491967.7497501,-489032.2502492964,0.04769820937461444,Yes
sp|Q9UPA5|BSN_HUMAN,4-2,-226474499.99999982,-307975967.74975026,-144973032.25024942,1.311768471623509e-10,Yes
sp|Q9UPA5|BSN_HUMAN,5-2,-259615959.99999982,-341117427.74975026,-178114492.25024942,1.6231682664624714e-11,Yes
sp|Q9UPA5|BSN_HUMAN,6-2,-270100859.9999998,-351602327.74975026,-188599392.25024942,1.5565659872152082e-11,Yes
sp|Q9UPA5|BSN_HUMAN,7-2,-213802199.99999985,-295303667.74975026,-132300732.25024945,7.914237043493699e-10,Yes
sp|Q9UPA5|BSN_HUMAN,4-3,-144484000.00000012,-225985467.74975052,-62982532.25024971,2.1751973638184374e-5,Yes
sp|Q9UPA5|BSN_HUMAN,5-3,-177625460.00000012,-259126927.74975052,-96123992.25024971,1.7590252476828994e-7,Yes
sp|Q9UPA5|BSN_HUMAN,6-3,-188110360.00000012,-269611827.7497505,-106608892.25024971,3.6823132654184576e-8,Yes
sp|Q9UPA5|BSN_HUMAN,7-3,-131811700.00000015,-213313167.74975055,-50310232.25024974,1.2574995927372434e-4,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,4-1,10957499.999999978,1447894.883460844,20467105.116539113,0.013923872779837088,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,5-1,13978999.999999978,4469394.883460844,23488605.116539113,6.186831538464999e-4,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,7-1,-14327700.000000019,-23837305.11653915,-4818094.883460885,4.191583861817838e-4,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,4-2,18436699.999999993,8927094.883460859,27946305.116539128,3.141777253801159e-6,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,5-2,21458199.999999993,11948594.883460859,30967805.116539128,6.902362359451075e-8,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,4-3,12961199.999999996,3451594.8834608626,22470805.116539128,0.0018675829213629092,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,5-3,15982699.999999996,6473094.883460863,25492305.116539128,6.198084070763166e-5,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,7-3,-12324000,-21833605.116539136,-2814394.8834608663,0.003631072519124756,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,7-4,-25285199.999999996,-34794805.11653913,-15775594.883460863,5.170223138506458e-10,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,6-5,-12049299.999999993,-21558905.116539128,-2539694.883460859,0.004802368351791819,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,7-5,-28306699.999999996,-37816305.11653913,-18797094.883460864,2.5813906567861977e-11,Yes
sp|P51648|AL3A2_HUMAN;sp|P48448|AL3B2_HUMAN;sp|P30838|AL3A1_HUMAN;sp|P43353|AL3B1_HUMAN,7-6,-16257400.000000004,-25767005.116539136,-6747794.88346087,4.4732765030031096e-5,Yes
sp|P56385|ATP5I_HUMAN,2-1,60318899.99999988,19746484.221255966,100891315.7787438,5.184319289764927e-4,Yes
sp|P56385|ATP5I_HUMAN,3-1,81693899.99999988,41121484.221255966,122266315.7787438,1.2929796802119142e-6,Yes
sp|P56385|ATP5I_HUMAN,5-1,-53448000.00000003,-94020415.77874395,-12875584.221256115,0.0029436462611420744,Yes
sp|P56385|ATP5I_HUMAN,6-1,-67314450.00000001,-107886865.77874392,-26742034.2212561,7.895364071608402e-5,Yes
sp|P56385|ATP5I_HUMAN,7-1,-81017700.00000001,-121590115.77874392,-40445284.2212561,1.57699974978609e-6,Yes
sp|P56385|ATP5I_HUMAN,4-2,-46273099.999999985,-86845515.7787439,-5700684.22125607,0.015456061539136368,Yes
sp|P56385|ATP5I_HUMAN,5-2,-113766899.99999991,-154339315.77874383,-73194484.22125599,1.0044687304144873e-10,Yes
sp|P56385|ATP5I_HUMAN,6-2,-127633349.9999999,-168205765.7787438,-87060934.22125599,1.6740941966020273e-11,Yes
sp|P56385|ATP5I_HUMAN,7-2,-141336599.99999988,-181909015.7787438,-100764184.22125596,1.5394241437149958e-11,Yes
sp|P56385|ATP5I_HUMAN,4-3,-67648099.99999999,-108220515.7787439,-27075684.22125607,7.2005796048491e-5,Yes
sp|P56385|ATP5I_HUMAN,5-3,-135141899.9999999,-175714315.77874383,-94569484.22125599,1.5529688646154227e-11,Yes
sp|P56385|ATP5I_HUMAN,6-3,-149008349.99999988,-189580765.7787438,-108435934.22125596,1.5356715898917628e-11,Yes
sp|P56385|ATP5I_HUMAN,7-3,-162711599.99999988,-203284015.7787438,-122139184.22125596,1.53342893938202e-11,Yes
sp|P56385|ATP5I_HUMAN,5-4,-67493799.99999993,-108066215.77874383,-26921384.22125601,7.514126142804667e-5,Yes
sp|P56385|ATP5I_HUMAN,6-4,-81360249.99999991,-121932665.77874383,-40787834.221255995,1.4261504536206004e-6,Yes
sp|P56385|ATP5I_HUMAN,7-4,-95063499.99999991,-135635915.77874383,-54491084.221255995,2.4026109657349082e-8,Yes
sp|Q9BSU1|CP070_HUMAN,6-1,-5896400.0000000065,-10488792.20004108,-1304007.7999589331,0.004080582296857149,Yes
sp|Q9BSU1|CP070_HUMAN,7-1,-7594840.000000008,-12187232.200041082,-3002447.799958935,8.380344827563224e-5,Yes
sp|Q9BSU1|CP070_HUMAN,5-2,-6879479.999999998,-11471872.20004107,-2287087.7999589248,4.596386160408139e-4,Yes
sp|Q9BSU1|CP070_HUMAN,6-2,-10119809.999999996,-14712202.20004107,-5527417.799958923,1.312061160829714e-7,Yes
sp|Q9BSU1|CP070_HUMAN,7-2,-11818249.999999996,-16410642.20004107,-7225857.799958923,1.4449698104712638e-9,Yes
sp|Q9BSU1|CP070_HUMAN,5-3,-5080430.000000004,-9672822.200041078,-488037.79995893035,0.02084237707760872,Yes
sp|Q9BSU1|CP070_HUMAN,6-3,-8320760.000000001,-12913152.200041074,-3728367.7999589276,1.3861977551266058e-5,Yes
sp|Q9BSU1|CP070_HUMAN,7-3,-10019200.000000004,-14611592.200041078,-5426807.79995893,1.7110993488778092e-7,Yes
sp|Q9BSU1|CP070_HUMAN,6-4,-7025619.999999995,-11618012.200041069,-2433227.799958922,3.2684354824308315e-4,Yes
sp|Q9BSU1|CP070_HUMAN,7-4,-8724059.999999996,-13316452.20004107,-4131667.799958923,4.977946448159187e-6,Yes
sp|Q9BSU1|CP070_HUMAN,7-5,-4938769.999999999,-9531162.200041072,-346377.7999589257,0.027099153990655878,Yes
sp|Q16853|AOC3_HUMAN,6-1,16160509.999999959,2743060.9612073936,29577959.038792524,0.008666315219385101,Yes
sp|Q16853|AOC3_HUMAN,6-2,16311429.99999996,2893980.9612073954,29728879.03879253,0.007807417770441916,Yes
sp|Q16853|AOC3_HUMAN,6-3,16311429.999999963,2893980.9612073973,29728879.03879253,0.007807417770441916,Yes
sp|Q16853|AOC3_HUMAN,6-4,16233699.999999955,2816250.96120739,29651149.03879252,0.00823935481883542,Yes
sp|Q16853|AOC3_HUMAN,6-5,14011089.999999963,593640.9612073973,27428539.03879253,0.03509013004129835,Yes
