Uniprot_ID,Uniprot_name,Location_control,Confidence_control,Location_AD,Confidence_AD
Q08623,HDHD1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q08752,PPID_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q08828,ADCY1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q08AE8,SPIR1_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q08AM6,VAC14_HUMAN,Presynapse,High,Endoplasmic Reticulum_Presynapse,Low
Q09028,RBBP4_HUMAN,Cytoskeleton,Medium,Nucleus,Medium
Q09666,AHNK_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q0VDG4,SCRN3_HUMAN,Cytoplasm,High,Cytoplasm,High
Q10567,AP1B1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q10713,MPPA_HUMAN,Postsynapse,High,Postsynapse,High
Q12756,KIF1A_HUMAN;sp,Endoplasmic Reticulum,High,Cytoskeleton_Endoplasmic Reticulum,Low
Q12765,SCRN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q12768,WASC5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q12791,KCMA1_HUMAN,Endoplasmic Reticulum,High,Presynapse,Medium
Q12792,TWF1_HUMAN,Nucleus,Low,Mitochondria,Low
Q12797,ASPH_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q12846,STX4_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q12849,GRSF1_HUMAN,Mitochondria_Presynapse,Low,Mitochondria,Medium
Q12860,CNTN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q12879,NMDE1_HUMAN,Mitochondria,High,NA,NA
Q12904,AIMP1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q12905,ILF2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q12906,ILF3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q12907,LMAN2_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Nucleus_Plasma membrane,Low
Q12931,TRAP1_HUMAN,Postsynapse,High,Cytoskeleton_Postsynapse,Low
Q12955,ANK3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q12959,DLG1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q12965,MYO1E_HUMAN;sp,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q12974,TP4A2_HUMAN,Endoplasmic Reticulum,High,Mitochondria,High
Q12979,ABR_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
Q13011,ECH1_HUMAN,Cytoskeleton,High,Cytoskeleton,Low
Q13015,AF1Q_HUMAN,Endoplasmic Reticulum,Low,Nucleus,Medium
Q13017,RHG05_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q13045,FLII_HUMAN,Endoplasmic Reticulum_Postsynapse,Low,Mitochondria,Medium
Q13057,COASY_HUMAN,Cytoskeleton,Low,NA,None
Q13085,ACACA_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Postsynapse,Low
Q13098,CSN1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q13099,IFT88_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q13126,MTAP_HUMAN,Cytoplasm,High,Cytoplasm,High
Q13131,AAPK1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13148,TADBP_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q13151,ROA0_HUMAN,Nucleus,High,Nucleus,High
Q13153,PAK1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13155,AIMP2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q13162,PRDX4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13177,PAK2_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q13185,CBX3_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Nucleus,Low
Q13200,PSMD2_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q13217,DNJC3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13224,NMDE2_HUMAN,Mitochondria,Medium,Postsynapse,Medium
Q13228,SBP1_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton,High
Q13232,NDK3_HUMAN,Mitochondria,Low,Mitochondria,Low
Q13243,SRSF5_HUMAN;sp,Nucleus,Medium,Nucleus,Low
Q13263,TIF1B_HUMAN,Nucleus,High,Nucleus,High
Q13303,KCAB2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13332,PTPRS_HUMAN,Endoplasmic Reticulum,Low,Presynapse,Low
Q13336,UT1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q13347,EIF3I_HUMAN,Presynapse,Low,Presynapse,Medium
Q13362,2A5G_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Mitochondria_Presynapse,Low
Q13363,CTBP1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q13367,AP3B2_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Presynapse,Low
Q13404,UB2V1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q13409,DC1I2_HUMAN,Plasma membrane,Low,Cytoskeleton_Plasma membrane,Low
Q13418,ILK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13423,NNTM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13424,SNTA1_HUMAN,Presynapse,Low,Cytoskeleton,Medium
Q13442,HAP28_HUMAN,Plasma membrane,Low,Cytoskeleton_Plasma membrane,Low
Q13449,LSAMP_HUMAN,Plasma membrane,High,Cytoskeleton_Plasma membrane,Low
Q13491,GPM6B_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,High
Q13492,PICAL_HUMAN,Plasma membrane_Presynapse,Low,Presynapse,Medium
Q13496,MTM1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q13505,MTX1_HUMAN,Mitochondria_Postsynapse,Low,Postsynapse,Low
Q13509,TBB3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13510,ASAH1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q13526,PIN1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q13554,KCC2B_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13555,KCC2G_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13557,KCC2D_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
Q13561,DCTN2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13564,ULA1_HUMAN,Cytoplasm,High,Cytoskeleton,Medium
Q13574,DGKZ_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q13586,STIM1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q13596,SNX1_HUMAN,Presynapse,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q13613,MTMR1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q13616,CUL1_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton,High
Q13617,CUL2_HUMAN,Cytoplasm_Cytoskeleton,Low,Endoplasmic Reticulum,Low
Q13618,CUL3_HUMAN,Cytoplasm,High,Cytoskeleton,Medium
Q13620,CUL4B_HUMAN,Cytoplasm,High,Cytoplasm,High
Q13630,FCL_HUMAN,Cytoplasm,High,Endoplasmic Reticulum,High
Q13642,FHL1_HUMAN,Cytoplasm,Medium,Cytoskeleton,Medium
Q13683,ITA7_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q13724,MOGS_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13813,SPTN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13825,AUHM_HUMAN,Presynapse,Low,Presynapse,Low
Q13838,DX39B_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
Q13867,BLMH_HUMAN,Cytoplasm,High,Cytoplasm,High
Q13875,MOBP_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Postsynapse,Low
Q13884,SNTB1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q13885,TBB2A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q13907,IDI1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q13938,CAYP1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q14008,CKAP5_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
Q14011,CIRBP_HUMAN,Nucleus,Low,Nucleus,Medium
Q14019,COTL1_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
Q14103,HNRPD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14108,SCRB2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14112,NID2_HUMAN,Nucleus,High,Nucleus,High
Q14118,DAG1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q14123,PDE1C_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q14139,UBE4A_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q14141,SEPT6_HUMAN,Cytoskeleton_Presynapse,Low,Cytoskeleton,Medium
Q14152,EIF3A_HUMAN,Plasma membrane,High,Plasma membrane_Presynapse,Low
Q14155,ARHG7_HUMAN,Plasma membrane,High,Postsynapse,Low
Q14156,EFR3A_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,High
Q14157,UBP2L_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q14160,SCRIB_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,High
Q14161,GIT2_HUMAN,NA,None,Mitochondria,Low
Q14165,MLEC_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q14166,TTL12_HUMAN,Mitochondria,Low,Endoplasmic Reticulum_Postsynapse,Low
Q14168,MPP2_HUMAN,Cytoskeleton,Low,Cytoskeleton,Medium
Q14185,DOCK1_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Mitochondria,Low
Q14194,DPYL1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14195,DPYL3_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q14203,DCTN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14204,DYHC1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14204,DYHC1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14232,EI2BA_HUMAN,Cytoplasm,High,Nucleus,Medium
Q14240,IF4A2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q14247,SRC8_HUMAN,Cytoskeleton,High,Cytoplasm_Cytoskeleton,Low
Q14254,FLOT2_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q14257,RCN2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q14289,FAK2_HUMAN,Cytoskeleton,Medium,Plasma membrane,Medium
Q14315,FLNC_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q14318,FKBP8_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q14344,GNA13_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q14353,GAMT_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q14376,GALE_HUMAN,Cytoplasm,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q14416,GRM2_HUMAN;sp,Mitochondria,Medium,Nucleus,Low
Q14444,CAPR1_HUMAN,Plasma membrane_Presynapse,Low,Endoplasmic Reticulum,Medium
Q14515,SPRL1_HUMAN,Cytoskeleton,Medium,Cytoplasm,Medium
Q14558,KPRA_HUMAN,Plasma membrane,Medium,Cytoskeleton_Plasma membrane,Low
Q14571,ITPR2_HUMAN,NA,None,NA,None
Q14624,ITIH4_HUMAN,Cytoplasm,High,Cytoplasm,High
Q14642,I5P1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q14643,ITPR1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q14643,ITPR1_HUMAN;REV__sp,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q14677,EPN4_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton_Mitochondria,Low
Q14683,SMC1A_HUMAN,Cytoplasm,High,Mitochondria,High
Q14696,MESD_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q14697,GANAB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14699,RFTN1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q14721,KCNB1_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q14738,2A5D_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
Q14764,MVP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14832,GRM3_HUMAN,Presynapse,Low,Endoplasmic Reticulum_Plasma membrane,Low
Q14894,CRYM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14914,PTGR1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q14956,GPNMB_HUMAN,Cytoskeleton,Low,Cytoskeleton,Low
Q14964,RB39A_HUMAN,Cytoplasm,High,Cytoplasm,High
Q14974,IMB1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14978,NOLC1_HUMAN,Cytoplasm,Low,Mitochondria_Nucleus,Low
Q14980,NUMA1_HUMAN,Nucleus,High,Nucleus,High
Q14982,OPCM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q14C86,GAPD1_HUMAN,Endoplasmic Reticulum_Postsynapse,Low,Mitochondria,High
Q14CZ8,HECAM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15008,PSMD6_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q15019,SEPT2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15031,SYLM_HUMAN,Mitochondria,High,Mitochondria,Medium
Q15041,AR6P1_HUMAN,Presynapse,Medium,Plasma membrane_Presynapse,Low
Q15042,RB3GP_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q15046,SYK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q15049,MLC1_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum,Medium
Q15056,IF4H_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15067,ACOX1_HUMAN,NA,None,Endoplasmic Reticulum,Medium
Q15075,EEA1_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q15084,PDIA6_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q15102,PA1B3_HUMAN,Cytoskeleton,High,Endoplasmic Reticulum,Medium
Q15111,PLCL1_HUMAN,Endoplasmic Reticulum,High,Presynapse,High
Q15119,PDK2_HUMAN,Mitochondria,High,Postsynapse,High
Q15120,PDK3_HUMAN,Postsynapse,High,Mitochondria_Postsynapse,Low
Q15121,PEA15_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15126,PMVK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q15149,PLEC_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15165,PON2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q15181,IPYR_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
Q15185,TEBP_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q15223,NECT1_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q15257,PTPA_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15274,NADC_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q15276,RABE1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q15286,RAB35_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q15293,RCN1_HUMAN,Presynapse,High,Endoplasmic Reticulum,High
Q15334,L2GL1_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,High
Q15349,KS6A2_HUMAN;sp,Endoplasmic Reticulum,High,Presynapse,High
Q15363,TMED2_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
Q15365,PCBP1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15366,PCBP2_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
Q15369,ELOC_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q15370,ELOB_HUMAN,Cytoskeleton,High,Endoplasmic Reticulum_Presynapse,Low
Q15382,RHEB_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q15388,TOM20_HUMAN,Postsynapse,Low,Mitochondria,Medium
Q15404,RSU1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15417,CNN3_HUMAN;sp,Endoplasmic Reticulum,Low,Cytoskeleton_Endoplasmic Reticulum,Low
Q15435,PP1R7_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q15436,SC23A_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Cytoskeleton_Plasma membrane,Low
Q15555,MARE2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q15582,BGH3_HUMAN,Nucleus,Low,NA,None
Q15599,NHRF2_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Low
Q15631,TSN_HUMAN,Cytoskeleton,Medium,Cytoplasm,Medium
Q15691,MARE1_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q15700,DLG2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15714,T22D1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15738,NSDHL_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q15746,MYLK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q15750,TAB1_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria_Nucleus,Low
Q15751,HERC1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q15773,MLF2_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Medium
Q15811,ITSN1_HUMAN;CON__ENSEMBL:ENSBTAP00000001528,Endoplasmic Reticulum,Medium,Plasma membrane,Low
Q15813,TBCE_HUMAN,Cytoplasm,High,Endoplasmic Reticulum,Low
Q15814,TBCC_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q15818,NPTX1_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q15819,UB2V2_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoplasm,Medium
Q15843,NEDD8_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15847,ADIRF_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q15904,VAS1_HUMAN,NA,None,Presynapse,Low
Q15907,RB11B_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q15942,ZYX_HUMAN,Cytoplasm,High,Cytoplasm_Mitochondria,Low
Q16134,ETFD_HUMAN,Postsynapse,Low,NA,None
Q16143,SYUB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16181,SEPT7_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q16204,CCDC6_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q16222,UAP1_HUMAN,Cytoplasm,High,NA,None
Q16352,AINX_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16401,PSMD5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q16531,DDB1_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
Q16537,2A5E_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q16543,CDC37_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q16555,DPYL2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16566,KCC4_HUMAN,Endoplasmic Reticulum,Medium,Postsynapse,Low
Q16620,NTRK2_HUMAN;sp,Plasma membrane_Presynapse,Low,Presynapse,Medium
Q16623,STX1A_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q16629,SRSF7_HUMAN,Plasma membrane,Medium,Cytoskeleton,Low
Q16630,CPSF6_HUMAN,Plasma membrane,Medium,Cytoplasm_Presynapse,Low
Q16643,DREB_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q16653,MOG_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16698,DECR_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
Q16718,NDUA5_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
Q16762,THTR_HUMAN,Cytoplasm,High,Cytoplasm,High
Q16773,KAT1_HUMAN,Cytoskeleton,Medium,Cytoplasm,Medium
Q16774,KGUA_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Presynapse,Low
Q16775,GLO2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q16777,H2A2C_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q16778,H2B2E_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q16795,NDUA9_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q16798,MAON_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16799,RTN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16836,HCDH_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q16851,UGPA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q16853,AOC3_HUMAN,NA,None,Nucleus,Low
Q16864,VATF_HUMAN,Cytoskeleton,High,Plasma membrane,Medium
Q16880,CGT_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q16881,TRXR1_HUMAN,Cytoplasm_Cytoskeleton,Low,Endoplasmic Reticulum,Low
Q16891,MIC60_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q17R89,RHG44_HUMAN,Endoplasmic Reticulum,Low,Presynapse,Medium
Q1KMD3,HNRL2_HUMAN,Nucleus,High,Nucleus,High
Q27J81,INF2_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q2M2I8,AAK1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,Medium
Q2M389,WASC4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q2NKQ1,SGSM1_HUMAN,Endoplasmic Reticulum,High,Mitochondria,High
Q2TAA2,IAH1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q330K2,NDUF6_HUMAN,Mitochondria,Low,Mitochondria_Nucleus,Low
Q3KQU3,MA7D1_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Medium
Q3KQV9,UAP1L_HUMAN,Cytoplasm,Low,Mitochondria,Medium
Q3LXA3,TKFC_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q3SXM5,HSDL1_HUMAN,Postsynapse,High,Postsynapse,Medium
Q3YEC7,RABL6_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q3ZCM7,TBB8_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q3ZCQ8,TIM50_HUMAN,Mitochondria,Medium,Postsynapse,Medium
Q3ZCW2,LEGL_HUMAN,Cytoskeleton,Medium,Cytoplasm,Medium
Q49A26,GLYR1_HUMAN,Nucleus,Medium,Nucleus,High
Q4G0F5,VP26B_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q4G0N4,NAKD2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q4G0P3,HYDIN_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Cytoplasm,Low
Q4G176,ACSF3_HUMAN,Mitochondria,High,Mitochondria_Postsynapse,Low
Q4J6C6,PPCEL_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q4KMP7,TB10B_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q4KMQ2,ANO6_HUMAN,Endoplasmic Reticulum,High,Plasma membrane_Presynapse,Low
Q4V328,GRAP1_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q504Y0,S39AC_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q52LD8,RFTN2_HUMAN,NA,None,Mitochondria,Medium
Q52LJ0,FA98B_HUMAN,Nucleus,Medium,Nucleus,High
Q53GQ0,DHB12_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
Q53H12,AGK_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Low
Q53HC9,EIPR1_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q562R1,ACTBL_HUMAN,Cytoplasm,Medium,Endoplasmic Reticulum,Low
Q58FF8,H90B2_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Cytoskeleton,High
Q59EK9,RUN3A_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q5FWE3,PRRT3_HUMAN,Plasma membrane,Low,Endoplasmic Reticulum,Medium
Q5H9L2,TCAL5_HUMAN,Cytoplasm,High,Cytoplasm,High
Q5H9R7,PP6R3_HUMAN,NA,None,Mitochondria,Medium
Q5HYK3,COQ5_HUMAN,Mitochondria,Medium,Mitochondria,Medium
Q5JPH6,SYEM_HUMAN,Mitochondria,High,Mitochondria,High
Q5JRX3,PREP_HUMAN,Postsynapse,Medium,Postsynapse,Low
Q5JSH3,WDR44_HUMAN,Cytoskeleton,Low,Cytoplasm,Medium
Q5JTD7,LRC73_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q5JTJ3,COA6_HUMAN,Cytoplasm,High,Cytoplasm_Postsynapse,Low
Q5JTZ9,SYAM_HUMAN,Mitochondria,High,Nucleus,High
Q5JU85,IQEC2_HUMAN,Postsynapse,High,Mitochondria,High
Q5RI15,COX20_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,Medium
Q5SQI0,ATAT_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q5SRE7,PHYD1_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,High
Q5SSJ5,HP1B3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q5SYC1,CLVS2_HUMAN,Endoplasmic Reticulum,High,Presynapse,Low
Q5T0D9,TPRGL_HUMAN,Plasma membrane,High,Presynapse,Medium
Q5T440,CAF17_HUMAN,Mitochondria,Medium,Mitochondria,Medium
Q5T4S7,UBR4_HUMAN,Plasma membrane,Medium,Endoplasmic Reticulum,Medium
Q5T5C0,STXB5_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum,Medium
Q5T5P2,SKT_HUMAN,Postsynapse,Low,Nucleus,Low
Q5T848,GP158_HUMAN,Presynapse,Medium,Endoplasmic Reticulum,Medium
Q5TC12,ATPF1_HUMAN,Postsynapse,Low,Presynapse,Low
Q5TCZ1,SPD2A_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q5TF21,SOGA3_HUMAN;sp,Endoplasmic Reticulum,Medium,Cytoskeleton,Low
Q5TFE4,NT5D1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q5TGZ0,MIC10_HUMAN,Postsynapse,High,Mitochondria_Postsynapse,Low
Q5TH69,BIG3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q5TZA2,CROCC_HUMAN,Cytoplasm,Low,Nucleus,Medium
