Protein.IDs,LFQ_A1,LFQ_A2,LFQ_A3,LFQ_A4,LFQ_A5,LFQ_A6,LFQ_A7,LFQ_B1,LFQ_B2,LFQ_B3,LFQ_B4,LFQ_B5,LFQ_B6,LFQ_B7,LFQ_C1,LFQ_C2,LFQ_C3,LFQ_C4,LFQ_C5,LFQ_C6,LFQ_C7,LFQ_D1,LFQ_D2,LFQ_D3,LFQ_D4,LFQ_D5,LFQ_D6,LFQ_D7,LFQ_E1,LFQ_E2,LFQ_E3,LFQ_E4,LFQ_E5,LFQ_E6,LFQ_E7,LFQ_F1,LFQ_F2,LFQ_F3,LFQ_F4,LFQ_F5,LFQ_F6,LFQ_F7,LFQ_G1,LFQ_G2,LFQ_G3,LFQ_G4,LFQ_G5,LFQ_G6,LFQ_G7,LFQ_H1,LFQ_H2,LFQ_H3,LFQ_H4,LFQ_H5,LFQ_H6,LFQ_H7,LFQ_I1,LFQ_I2,LFQ_I3,LFQ_I4,LFQ_I5,LFQ_I6,LFQ_I7,LFQ_J1,LFQ_J2,LFQ_J3,LFQ_J4,LFQ_J5,LFQ_J6,LFQ_J7
sp|Q15382|RHEB_HUMAN,9444300,9124400,10540000,19123000,9217600,5430000,0,6974600,6850000,9261900,11082000,5664700,4754700,0,10300000,7786500,6625100,8246000,5800300,3898600,0,10464000,9901800,8502200,9881900,4715100,4666100,0,5269200,8859100,10542000,7558000,6327100,5695700,0,7132900,10123000,6869400,5545200,4553400,0,0,8645800,8308700,9673200,7061600,0,5746500,0,0,15845000,8878400,8456400,7300700,0,0,7249900,11071000,7002300,0,4752200,0,0,9055200,6334700,6005100,6542100,5436300,6821700,0
sp|Q15386|UBE3C_HUMAN,0,0,0,11766000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15388|TOM20_HUMAN,17370000,20638000,21718000,16494000,0,0,0,5579400,6398000,12072000,5086200,0,0,0,11881000,20766000,18493000,10624000,0,0,0,5960300,11338000,9123700,0,0,0,0,12143000,22470000,13228000,29611000,0,0,0,7991000,11086000,20627000,15758000,6817900,0,0,12544000,22785000,13513000,8457700,6649700,0,0,6590900,9970100,7392000,7799200,0,9106600,0,9738000,10736000,13518000,12691000,0,0,0,6510600,14885000,17785000,11665000,7243000,0,0
sp|Q15393|SF3B3_HUMAN,11412000,0,0,0,0,0,0,0,5698500,0,0,0,0,0,17878000,0,0,0,0,0,0,17063000,0,0,0,0,0,0,0,5899900,0,0,0,0,0,11203000,0,0,0,0,0,0,8630600,0,0,0,0,8423200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15404|RSU1_HUMAN,22088000,6299800,4512500,8580100,13125000,6576100,14435000,9347500,6201700,7411900,5743100,7716900,9770900,7676700,18832000,7856100,8157600,6942100,14863000,14027000,19364000,20604000,12925000,10233000,14885000,14095000,11954000,26912000,21499000,12732000,8192400,8708600,8631500,8154200,14229000,13328000,9851700,13178000,15097000,11383000,0,9070100,21033000,10265000,9772600,10760000,15583000,15409000,23246000,18245000,10613000,12681000,21006000,21377000,15822000,8272800,14642000,6729100,10381000,11380000,0,11028000,21346000,11758000,9275600,8430600,8648500,7324500,5392600,22081000
sp|Q15417|CNN3_HUMAN;sp|Q99439|CNN2_HUMAN,9279400,9810100,9251900,15370000,0,7081700,18365000,19094000,18401000,25825000,28467000,38010000,26303000,11423000,10291000,4185700,9408800,8313800,22193000,12323000,22634000,36509000,28232000,37195000,32501000,24495000,32345000,16140000,10941000,19988000,10791000,17748000,7799200,15595000,39314000,42334000,43074000,40811000,51597000,47649000,47513000,20819000,10080000,12489000,12875000,13040000,14688000,21420000,25544000,28763000,43212000,61005000,48594000,59162000,65595000,72219000,21395000,23465000,16295000,27642000,17619000,21941000,26854000,7445200,12403000,13471000,21387000,13476000,9810300,42449000
sp|Q15424|SAFB1_HUMAN;sp|Q14151|SAFB2_HUMAN,27717000,0,0,0,0,0,0,0,0,0,0,0,0,39506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37174000,0,0,0,0,0,0,46808000,0,0,0,0,0,0,27502000,0,0,0,0,0,0,40087000,0,0,0,0,0,0,38053000,0,0,0,0,0,0,0
sp|Q15435|PP1R7_HUMAN,45076000,60267000,73085000,70373000,86650000,63120000,282330000,62933000,67339000,71864000,74248000,97809000,84889000,297490000,37271000,50823000,67676000,68663000,81832000,61636000,317710000,63737000,64855000,75798000,68536000,72923000,60314000,289830000,38516000,70456000,54851000,65478000,67231000,79221000,336030000,80549000,78816000,71070000,66265000,70305000,73913000,173820000,44571000,52768000,52590000,66175000,76056000,81182000,312250000,57848000,75367000,64665000,68106000,77586000,60527000,210910000,34538000,44177000,56937000,60833000,108110000,73511000,238720000,26243000,43985000,51334000,55526000,62055000,45504000,280050000
sp|Q15436|SC23A_HUMAN,56959000,52195000,31363000,37761000,32411000,32000000,0,35975000,33843000,30327000,34096000,46889000,27197000,0,49978000,43830000,41517000,42437000,40333000,41091000,0,38875000,44951000,44050000,30973000,46457000,28589000,0,58697000,44129000,40244000,69103000,32517000,23352000,0,31275000,39716000,29401000,33765000,28227000,18248000,0,56236000,42312000,50528000,44232000,52497000,33355000,0,39109000,32820000,37474000,46892000,30256000,24812000,0,39406000,37432000,31764000,54463000,22834000,16114000,0,22400000,30475000,16376000,38230000,27327000,33857000,0
sp|Q15437|SC23B_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15459|SF3A1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551000,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15477|SKIV2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6668300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15493|RGN_HUMAN,0,0,0,6522800,0,0,23876000,0,0,0,0,5849000,0,38838000,0,0,0,3286100,8205200,0,21646000,0,0,0,0,6059000,4612400,47869000,12517000,0,5305900,0,0,0,23296000,0,0,0,0,10561000,4356500,40628000,0,0,0,0,0,0,23025000,0,0,0,0,0,0,21669000,0,0,0,0,13047000,0,38466000,0,0,0,0,0,0,8107500
sp|Q15555|MARE2_HUMAN,197010000,160950000,159600000,148370000,170680000,99593000,35701000,198060000,146570000,165130000,162370000,145840000,74233000,93839000,227960000,176720000,192060000,153810000,134590000,74424000,26439000,173800000,164640000,181660000,196320000,177640000,101150000,23209000,217010000,182760000,164170000,188430000,175190000,111660000,21948000,175950000,150400000,151360000,141450000,98835000,59513000,46542000,163990000,132960000,142440000,130350000,130540000,76911000,24340000,200910000,175460000,179470000,190620000,127930000,89173000,72499000,222010000,167790000,164650000,137000000,128250000,77116000,26760000,251660000,141510000,125280000,157450000,130890000,98441000,42595000
sp|Q15582|BGH3_HUMAN,0,0,0,1566000,0,0,1804200,0,0,1421000,1629400,0,0,0,2685500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512700,0,0,2267600,2621300,9313900,2235900,0,0,0,1515200,0,0,0,3907800,2842000,0,4113200,0,7238900,7589900,0,0,0,0,0,0,0,2076500,0,0,1612900,0,1601700,0
sp|Q15599|NHRF2_HUMAN,0,0,0,0,0,9062400,0,0,0,0,0,0,9997300,0,0,0,0,4770900,0,7450800,0,0,0,0,0,5735100,5644700,0,0,0,0,0,6591400,11178000,0,4622400,0,0,0,5762600,8055500,0,0,0,0,5100000,7329800,13587000,0,0,0,0,0,0,24681000,0,0,0,0,0,0,0,0,0,0,0,0,0,8443000,0
sp|Q15631|TSN_HUMAN,14322000,15978000,22696000,36141000,20538000,24466000,130510000,16187000,21261000,26437000,31093000,48327000,28359000,135320000,15977000,19711000,25589000,45681000,34283000,31980000,139230000,19597000,24572000,20549000,25015000,37576000,44382000,165540000,40666000,41201000,36309000,38124000,40731000,45598000,145990000,15805000,19853000,20655000,21921000,24510000,19460000,96246000,12364000,19529000,18176000,25925000,34085000,33388000,111430000,15469000,35014000,40579000,49332000,53315000,37931000,121540000,21562000,19517000,22121000,35671000,37419000,45399000,108350000,7526400,15611000,21045000,20291000,26135000,23030000,95819000
sp|Q15637|SF01_HUMAN,6142300,2408200,0,0,0,0,10686000,0,0,0,0,0,0,0,0,0,0,0,0,0,11171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15691|MARE1_HUMAN,23656000,20913000,16202000,23035000,26978000,24367000,68553000,20897000,21539000,28857000,26749000,25618000,28687000,48244000,21611000,20919000,26004000,19482000,23712000,20241000,60863000,32070000,36496000,27979000,35275000,38918000,30981000,62566000,28772000,30622000,25264000,36698000,34688000,22408000,62924000,29596000,35593000,27925000,28535000,35241000,17229000,31379000,20210000,18654000,20407000,21769000,16642000,15333000,43742000,27696000,26751000,28494000,36803000,50713000,38089000,57765000,27038000,19579000,22208000,19279000,11641000,18148000,56709000,5647100,15956000,20552000,17465000,17545000,11523000,75098000
sp|Q15700|DLG2_HUMAN,34337000,54729000,48031000,22599000,9846900,15754000,68682000,44549000,74536000,58691000,31399000,16548000,13598000,23625000,29703000,46095000,42591000,29961000,27906000,16404000,56313000,37227000,56132000,40342000,28026000,24735000,15877000,12429000,42034000,61656000,35043000,32711000,15247000,11947000,32992000,46280000,61409000,36500000,19735000,11291000,11333000,9102800,46432000,55999000,56719000,20397000,22561000,16785000,45811000,54903000,37350000,26945000,24042000,15536000,13571000,33355000,45512000,63383000,58562000,34803000,16029000,12659000,19665000,35428000,39642000,40988000,24304000,14112000,10024000,46437000
sp|Q15714|T22D1_HUMAN,18791000,14825000,13441000,52860000,55089000,67623000,133010000,61735000,10697000,59117000,42476000,39099000,41427000,117750000,18108000,32953000,15712000,33873000,46179000,33777000,107660000,32988000,46393000,9951000,10630000,30420000,33734000,191390000,29997000,54784000,19137000,46510000,48645000,44215000,143650000,48551000,14274000,15800000,17697000,39968000,43618000,216140000,11475000,15267000,15770000,19941000,35176000,33592000,156420000,56309000,62037000,47971000,27819000,27295000,30714000,85339000,62483000,12565000,14841000,31626000,64387000,57193000,168730000,54495000,62674000,61207000,68159000,45088000,42291000,170890000
sp|Q15717|ELAV1_HUMAN,8705600,0,0,4616100,5470200,0,0,0,0,0,0,0,0,21101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15738|NSDHL_HUMAN,2773900,2163200,0,2730400,2473800,0,0,2057900,0,0,0,2664900,0,0,6226700,3391600,3660400,3166300,5290500,8430000,0,3270600,0,3779700,5962700,5564000,5555100,0,5234300,4039200,4142300,10695000,6063800,2919300,0,0,2295900,0,5274800,3076500,0,0,3233900,2704900,3172500,3679800,6175200,5356900,0,4291000,4688600,5657100,12425000,10960000,4277000,0,2857700,0,2957500,0,0,0,0,0,0,0,5271700,3462400,2597100,0
sp|Q15746|MYLK_HUMAN,8908400,9999400,13897000,19548000,21278000,19702000,6632400,0,0,6135500,12779000,23383000,18305000,7778600,6826400,0,7444600,7339400,8811600,11749000,7563600,8205200,7507200,8291800,0,11057000,11832000,17948000,0,0,8815300,8721200,12611000,20172000,7213600,10466000,9254100,7456200,9138300,11514000,14888000,4707300,11371000,17319000,8444700,12640000,20478000,11413000,7095400,8964100,6882100,11452000,11523000,10220000,14726000,13837000,7415900,7553100,6772800,7728000,18232000,15147000,0,8529800,5304200,9023300,8987000,24505000,29380000,7682700
sp|Q15750|TAB1_HUMAN,0,0,0,0,10109000,0,0,0,0,0,0,0,0,0,8877700,11275000,0,0,0,11301000,0,10483000,0,7935200,8723700,0,9849800,0,10072000,8061900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9292800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15751|HERC1_HUMAN,8833800,5062900,8051300,8114100,6754600,4563400,0,4651300,5084300,5204600,5548700,3988700,5975400,0,4100700,4618600,6121700,0,0,5352500,0,4650200,4431900,4880300,6090800,7321500,6057300,0,0,4531700,3423100,4323500,5844900,0,0,4566700,4732100,0,3629400,4827500,4263100,0,7743700,4815800,5604100,5257900,7250500,5125300,0,3544200,3890400,3557600,6346900,0,3708200,0,5208700,4425100,5152000,5080400,0,0,0,4357800,0,0,4991200,5389000,5721400,0
sp|Q15773|MLF2_HUMAN,96962000,60418000,41983000,58303000,72754000,66506000,0,46647000,31362000,41013000,46959000,56278000,41811000,0,54108000,40779000,38398000,33424000,26218000,31917000,0,30624000,29882000,38726000,53630000,48022000,47332000,0,31368000,24717000,19581000,43607000,60363000,55489000,0,36963000,28766000,23692000,29899000,40258000,38372000,0,54025000,33422000,18446000,33894000,49105000,50057000,0,37155000,29797000,25278000,26412000,20608000,13395000,0,38800000,36288000,28121000,39045000,14966000,21785000,0,56530000,0,23727000,42514000,47156000,61658000,0
sp|Q15782|CH3L2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14427000,15049000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15800|MSMO1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861000,0
sp|Q15811|ITSN1_HUMAN;CON__ENSEMBL:ENSBTAP00000001528,55596000,37864000,32181000,38943000,32124000,25151000,17867000,40806000,48300000,45072000,33937000,28315000,19393000,0,41006000,45089000,43186000,37203000,37243000,50770000,0,30310000,30185000,50152000,45578000,34094000,20589000,0,32506000,30783000,26287000,33075000,22147000,12311000,0,20149000,32092000,29466000,23956000,13260000,3965700,0,46115000,47942000,38956000,32220000,46261000,20315000,0,23948000,23881000,21590000,21793000,21266000,0,14930000,34528000,29986000,23084000,32909000,6607300,20064000,0,22388000,29237000,26665000,28988000,26269000,27816000,14953000
sp|Q15813|TBCE_HUMAN,0,3860500,4783700,4508600,0,4257600,16308000,9259700,7454800,7192400,4104700,5914300,3719200,0,0,0,0,3268800,7028300,5534500,15837000,7349900,7737200,7078200,0,0,9484000,0,0,0,0,0,0,4089200,12282000,6545100,7196200,6436300,6742400,7308300,4870600,0,0,0,4245800,0,4848800,6866200,10479000,4195400,4838700,4417700,4481100,0,0,0,5810100,6703500,6034500,5725800,4927900,0,3818900,0,0,4196700,0,5747000,4575700,16908000
sp|Q15814|TBCC_HUMAN,7026500,7263900,6359800,6687400,6520700,6635100,7766100,0,5761900,7192100,6474700,6647600,6311400,0,7187000,5698600,0,6077100,7848000,5834000,0,8342000,8017400,8244900,8825400,0,6122000,0,12831000,7085100,9075800,0,6714100,0,0,0,6870500,0,5851200,6413600,7122300,0,6527200,0,5997800,6653500,5037300,6250700,0,6301700,0,0,0,0,0,0,0,0,7150400,0,0,0,0,0,0,0,0,0,0,14931000
sp|Q15818|NPTX1_HUMAN,56289000,83433000,96411000,60269000,58148000,46336000,31359000,46255000,83314000,68827000,59970000,49873000,59893000,60772000,49810000,76797000,77553000,78203000,70904000,61532000,28070000,42011000,76787000,50036000,32941000,32476000,25189000,27299000,28529000,48829000,31828000,27079000,25697000,25070000,23265000,35875000,43103000,36913000,26449000,25861000,34508000,36532000,66196000,85015000,72195000,66579000,64164000,58504000,47193000,58493000,73025000,59835000,39275000,39834000,40652000,68971000,55691000,96083000,80743000,61756000,71955000,55680000,29831000,36007000,61429000,61527000,44214000,44946000,54402000,28074000
sp|Q15819|UB2V2_HUMAN,38806000,18598000,23576000,84065000,69634000,93047000,183490000,4051100,15787000,41443000,24939000,37473000,51234000,308040000,6580400,37297000,34959000,52578000,48123000,29927000,191200000,21652000,28129000,32015000,50307000,24554000,51836000,253680000,26418000,42758000,58409000,50252000,30064000,74071000,235300000,21185000,24371000,26984000,35535000,24620000,40122000,215070000,18427000,41610000,22624000,54869000,31290000,29455000,209510000,3093000,34922000,26534000,30318000,15471000,27346000,236010000,7715000,24597000,19136000,90555000,53706000,37633000,220890000,5012500,42563000,27361000,52918000,37038000,26266000,182170000
sp|Q15831|STK11_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353000,3255100,10756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329600,0,0,0,0,0,3185100,0,3624600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15836|VAMP3_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8273200,0,0
sp|Q15843|NEDD8_HUMAN,35116000,56429000,40281000,42286000,54273000,52310000,177660000,33325000,47629000,30204000,31533000,51127000,41373000,90102000,21815000,42719000,41562000,38143000,68201000,57414000,170950000,42187000,57401000,49752000,41423000,43554000,55961000,174580000,36123000,70051000,36230000,78864000,64747000,60213000,117780000,41305000,34829000,29930000,38044000,33501000,42797000,170540000,43258000,56010000,54367000,44091000,55320000,72248000,170390000,37859000,51120000,54873000,45537000,42744000,62135000,136430000,36565000,38833000,43381000,79731000,65545000,88029000,289990000,34584000,52220000,52712000,63169000,45024000,34326000,234750000
sp|Q15847|ADIRF_HUMAN,0,0,3335900,0,7984000,0,27007000,8772100,0,12056000,9954200,6782400,7311000,27554000,0,0,9274600,12885000,0,6514600,29141000,0,11891000,18177000,12841000,20456000,15238000,59360000,0,0,0,0,16445000,10921000,29470000,0,0,0,0,7654600,0,37449000,0,0,3473600,0,9349300,8504500,33851000,0,0,21623000,10684000,17912000,13370000,76418000,0,0,0,7070300,21350000,0,53530000,0,0,12649000,0,10871000,10914000,27078000
sp|Q15878|CAC1E_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q15904|VAS1_HUMAN,14962000,18575000,19240000,52607000,20677000,56342000,0,17428000,19151000,12652000,14892000,20099000,15784000,0,0,16106000,21467000,48127000,0,19127000,0,0,11071000,10097000,0,11598000,11184000,0,9795800,10898000,14709000,11963000,0,0,0,0,24275000,9618700,8742800,0,0,0,15000000,8174800,13593000,19109000,16855000,0,0,0,13041000,0,0,0,0,0,0,0,0,0,12627000,0,0,0,0,0,0,26704000,18201000,0
sp|Q15907|RB11B_HUMAN,94366000,143570000,127240000,135480000,154270000,137990000,217670000,88293000,106730000,104090000,133360000,145850000,180250000,354220000,97535000,104820000,105750000,142040000,136000000,139970000,189300000,79694000,89380000,96785000,102540000,118890000,121210000,270540000,73681000,103460000,106830000,96795000,112780000,114760000,245820000,104540000,102810000,96730000,94524000,129070000,146700000,295010000,95575000,119400000,107040000,119270000,125770000,116270000,223800000,83262000,91187000,92124000,97314000,104700000,107230000,260910000,85275000,99489000,90136000,104620000,182160000,134640000,226840000,117170000,117620000,134070000,126280000,170060000,143450000,186090000
sp|Q15942|ZYX_HUMAN,5873600,3535700,4870900,4148000,2712200,0,20842000,2962100,1298300,5336100,2613600,0,0,0,3956400,0,4604300,2476600,4111500,2355200,13862000,12872000,7432300,7484400,0,5427800,5274900,18114000,6181000,10810000,1486200,0,2345800,1944700,8103200,11327000,6823200,5854100,2799300,2828300,3054100,23330000,4227300,2351100,5432300,3111700,5654200,3288800,14539000,1555200,0,3511700,4729000,2715900,0,5648900,1815100,1820100,4686200,2743100,1010500,4269900,17426000,7865000,8370000,4710200,4244400,3994300,0,25960000
sp|Q16134|ETFD_HUMAN,11943000,23964000,60665000,22526000,14052000,13725000,0,19315000,32578000,34837000,35275000,14409000,14693000,0,10705000,21028000,17224000,12059000,8630600,0,0,15719000,23732000,27212000,23133000,12922000,10789000,0,10490000,27474000,40057000,30731000,14973000,9080100,0,13160000,26868000,48411000,40902000,23917000,21873000,0,22387000,30590000,59804000,24373000,8634800,6577700,0,14143000,23502000,36919000,35842000,14306000,15985000,0,14831000,18786000,26744000,22034000,13410000,8602200,0,9488800,31564000,43812000,31453000,9221000,7522800,0
sp|Q16143|SYUB_HUMAN,185190000,373690000,317010000,283330000,346690000,260980000,903490000,102100000,178740000,167780000,204440000,243880000,268240000,974150000,94428000,236180000,244180000,241620000,288320000,237940000,725180000,67026000,158860000,162140000,175470000,230810000,272220000,1100600000,123250000,198800000,304440000,230900000,274540000,226780000,649260000,117710000,193940000,266480000,227430000,300850000,242840000,875060000,194290000,315910000,322890000,317620000,356130000,309250000,990300000,139250000,194040000,183820000,157220000,166910000,163260000,716530000,110770000,189150000,248770000,268910000,453570000,411280000,1087400000,177600000,306190000,234680000,238880000,467790000,339600000,752550000
sp|Q16181|SEPT7_HUMAN;sp|Q6ZU15|SEP14_HUMAN,1165400000,1317600000,1214300000,1424300000,2026700000,1483600000,711830000,1192200000,1168300000,1246400000,1346100000,1713700000,1291800000,972470000,1210100000,1271800000,1227100000,1456400000,2094400000,1473700000,624320000,1263700000,1487700000,1740500000,1435400000,1308200000,863260000,607670000,1328100000,1611900000,1333300000,1425700000,1217700000,792800000,607470000,1161500000,1221600000,1494100000,1225400000,1419700000,926660000,778340000,1220200000,1328700000,1235000000,1440400000,1548500000,1305700000,922030000,938620000,1082100000,1241500000,1266200000,1348000000,1115500000,677820000,1231100000,1287500000,1176400000,1316200000,1711900000,1616000000,678290000,1698200000,1527100000,1490800000,1353400000,1503600000,1220600000,452210000
sp|Q16186|ADRM1_HUMAN,4143300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9557500,0,0,0,0,0,6850100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9039000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q16204|CCDC6_HUMAN,10252000,14031000,10851000,13642000,12913000,12170000,14588000,26310000,29347000,20663000,18842000,12821000,15141000,0,9734700,15307000,10333000,11885000,11568000,8403800,15998000,29909000,15293000,16329000,15896000,14331000,0,0,19284000,12605000,11697000,14852000,9992500,12024000,10121000,20850000,11951000,14868000,11720000,13898000,14876000,0,15712000,18655000,13930000,12431000,19057000,9668800,9728400,28127000,21897000,14144000,13392000,11365000,0,0,15524000,15328000,14716000,26833000,11039000,0,7841700,8760600,12487000,0,16134000,12806000,9461100,10890000
sp|Q16222|UAP1_HUMAN,0,0,1412000,2009100,1566100,0,9298200,1568200,0,1556200,1731400,2153700,1800800,4102000,0,0,0,0,0,2493600,8628500,2835700,2376300,1778400,0,1910500,1668800,2198600,0,1519000,952540,1166700,1062400,0,11871000,1840600,0,0,0,0,0,4506600,0,0,0,0,1456500,2010000,8666800,2661600,2360800,2800600,2886300,0,1465000,7740900,0,0,0,0,0,0,9454700,0,0,0,0,1311300,690220,9705900
sp|Q16348|S15A2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14635000,0,0,0
sp|Q16352|AINX_HUMAN,7510600000,1395000000,412240000,255700000,370280000,514180000,441840000,5247100000,829200000,434550000,336210000,429060000,633590000,541130000,5121900000,881940000,354440000,161900000,186030000,223640000,177280000,6095400000,949020000,415440000,216730000,221290000,324260000,205230000,7900100000,969070000,352810000,255040000,320000000,403130000,290100000,6900300000,991150000,432190000,342350000,430740000,767640000,285870000,3342300000,547010000,277410000,182300000,163810000,254420000,213330000,3154000000,1234000000,634090000,308650000,270150000,354270000,321250000,4514000000,1414800000,454970000,176630000,218990000,269260000,148800000,9919700000,931140000,326440000,165750000,197080000,248060000,152370000
sp|Q16363|LAMA4_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q16401|PSMD5_HUMAN,11115000,10115000,9894100,11254000,11767000,7765600,8836400,22407000,12761000,15763000,20667000,15211000,12934000,0,20547000,10038000,8483600,7356500,8210200,7807500,9435600,25711000,16322000,16105000,21101000,18864000,10994000,0,16782000,9754300,10993000,11596000,15625000,14396000,0,30737000,19796000,17103000,21744000,18969000,17170000,0,21768000,10366000,8798100,12512000,12195000,9939900,0,11121000,11769000,15079000,23840000,24024000,0,0,15274000,11947000,11885000,14049000,9910700,8778400,0,20512000,8646400,11076000,8384600,11263000,9230000,5525100
sp|Q16531|DDB1_HUMAN,86426000,48383000,30530000,36984000,69505000,52735000,228060000,36932000,57950000,68776000,28614000,25765000,33177000,318530000,62391000,44194000,19737000,61112000,51519000,45465000,274630000,27330000,27626000,30636000,27665000,46004000,68143000,364670000,24363000,38174000,43139000,38691000,39347000,32259000,297850000,43384000,30813000,18536000,31782000,41960000,36571000,343740000,28853000,33439000,27274000,28602000,69596000,48151000,248460000,38109000,35911000,42097000,68864000,68344000,38092000,307960000,27859000,24629000,27346000,23667000,60000000,68734000,278450000,63905000,21531000,27068000,36582000,32646000,30948000,263460000
sp|Q16537|2A5E_HUMAN,26313000,20953000,14836000,18656000,15391000,17059000,40710000,25316000,21402000,24842000,25444000,15411000,15033000,20594000,20333000,17489000,30301000,20053000,19230000,16729000,35953000,23511000,24426000,16947000,19076000,13597000,13729000,11539000,35279000,33388000,20383000,15321000,10359000,7318700,25644000,25863000,24596000,28301000,19044000,13199000,10958000,9014500,24624000,23182000,22535000,21372000,15953000,12453000,32155000,29121000,30736000,22202000,17392000,16153000,5830100,7449900,20779000,24538000,32360000,25904000,11902000,7760200,24615000,19363000,21406000,22105000,18842000,10627000,9158100,41113000
sp|Q16539|MK14_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523330,0
